1 36 71
2142 39 44
2143 6 34
2144 5 33
2145 19 54
2146 25 10
2147 12 89
2148 59 11
2149 54 38
2150 7 37
2151 79 45
2152 38 74
2153 78 6
2154 77 78
2155 63 22
2156 42 82
2157 69 51
2158 21 51
2159 76 56
2160 90 71
2161 37 86
2162 35 36
2163 76 22
2164 27 9
2165 50 7
2166 25 26
2167 81 63
2168 68 0
2169 43 69
2170 13 1
2171 69 77
2172 66 53
2173 32 48
2174 44 68
2175 20 67
2176 60 39
2177 47 52
2178 13 68
2179 78 29
2180 46 51
2181 53 65
2182 70 17
2183 45 72
2184 54 74
2185 82 13
2186 24 35
2187 47 36
2188 74 69
2189 60 87
2190 6 65
2191 21 84
2192 30 21
2193 28 8
2194 81 50
2195 58 87
2196 51 41
2197 79 84
2198 11 70
2199 18 51
2200 16 85
2201 21 26
2202 2 76
2203 71 21
2204 52 7
2205 68 81
2206 53 86
2207 29 79
2208 39 26
2209 12 52
2210 20 4
2211 42 61
2212 17 3
2213 48 58
2214 69 59
2215 10 67
2216 85 89
2217 50 9
2218 31 3
2219 77 42
2220 52 48
2221 7 64
2222 58 74
2223 35 37
2224 69 88
2225 51 44
2226 8 26
2227 66 42
2228 64 16
2229 56 4
2230 59 67
2231 24 62
2232 52 6
2233 55 37
2234 56 53
2235 89 35
2236 38 50
2237 80 40
2238 16 84
2239 84 84
2240 21 4
2241 89 25
2242 63 2
2243 78 78
2244 41 49
2245 37 75
2246 73 10
2247 9 4
2248 89 81
2249 25 57
2250 56 29
2251 31 11
2252 18 44
2253 30 90
2254 68 79
2255 53 85
2256 86 54
2257 26 45
2258 70 37
2259 8 69
2260 49 58
2261 71 40
2262 18 49
2263 43 5
2264 72 17
2265 80 76
2266 54 43
2267 12 18
2268 70 48
2269 35 10
2270 88 5
2271 36 11
2272 67 58
2273 5 72
2274 48 83
2275 72 2
2276 26 16
2277 78 35
2278 22 27
2279 29 31
2280 55 62
2281 23 60
2282 21 27
2283 17 17
2284 73 86
2285 80 25
2286 66 23
2287 67 48
2288 61 34
2289 19 20
2290 9 13
2291 25 61
2292 51 60
2293 5 54
2294 68 2
2295 0 81
2296 12 25
2297 7 74
2298 34 75
2299 85 79
2300 31 23
2301 84 62
2302 10 43
2303 0 77
2304 0 52
2305 31 81
2306 44 65
2307 21 13
2308 19 73
2309 63 70
2310 21 78
2311 52 85
2312 66 22
2313 82 83
2314 8 81
2315 7 68
2316 60 70
2317 65 9
2318 45 39
2319 81 13
2320 77 40
2321 8 41
2322 35 18
2323 46 75
2324 57 14
2325 63 15
2326 35 53
2327 30 7
2328 11 27
2329 8 88
2330 35 56
2331 7 82
2332 46 62
2333 76 48
2334 83 85
2335 72 26
2336 19 32
2337 84 58
2338 21 45
2339 20 9
2340 25 38
2341 60 81
2342 20 64
2343 6 26
2344 68 5
2345 80 8
2346 27 24
2347 90 15
2348 2 73
2349 21 48
2350 70 69
2351 13 66
2352 23 47
2353 25 18
2354 32 21
2355 32 27
2356 23 87
2357 27 5
2358 72 49
2359 87 15
2360 7 1
2361 18 27
2362 23 27
2363 54 78
2364 27 20
2365 82 83
2366 26 57
2367 22 83
2368 77 77
2369 4 29
2370 80 40
2371 10 77
2372 73 47
2373 65 83
2374 10 28
2375 61 71
2376 51 27
2377 34 76
2378 43 68
2379 77 7
2380 16 81
2381 31 87
2382 62 70
2383 49 24
2384 2 76
2385 21 81
2386 18 72
2387 45 71
2388 21 63
2389 12 23
2390 33 40
2391 90 51
2392 77 78
2393 55 75
2394 28 43
2395 62 11
2396 76 81
2397 35 19
2398 57 41
2399 62 65
2400 14 29
2401 14 70
2402 63 90
2403 62 32
2404 81 25
2405 45 64
2406 63 45
2407 65 79
2408 44 89
2409 63 60
2410 31 88
2411 41 65
2412 21 86
2413 9 13
2414 46 12
2415 66 27
2416 56 14
2417 19 34
2418 11 18
2419 47 64
2420 39 66
2421 77 22
2422 43 57
2423 81 43
2424 53 63
2425 54 30
2426 28 19
2427 27 88
2428 82 47
2429 49 51
2430 0 57
2431 30 38
2432 42 33
2433 56 62
2434 28 25
2435 66 52
2436 29 20
2437 66 6
2438 65 65
2439 26 25
2440 11 44
2441 83 74
2442 16 54
2443 43 65
2444 60 18
2445 63 84
2446 70 66
2447 9 58
2448 8 22
2449 56 53
2450 26 70
2451 54 88
2452 2 32
2453 5 58
2454 80 13
2455 48 27
2456 73 64
2457 8 20
2458 87 74
2459 46 34
2460 0 58
2461 80 67
2462 54 68
2463 15 38
2464 89 61
2465 32 24
2466 65 40
2467 77 88
2468 50 54
2469 22 20
2470 88 68
2471 62 32
2472 84 11
2473 79 7
2474 20 78
2475 19 10
2476 62 82
2477 14 43
2478 42 10
2479 45 11
2480 75 30
2481 28 29
2482 33 31
2483 71 87
2484 0 12
2485 3 42
2486 59 45
2487 84 2
2488 61 46
2489 66 34
2490 56 61
2491 72 84
2492 60 27
2493 78 71
2494 28 37
2495 1 83
2496 39 78
2497 43 7
2498 64 78
2499 22 87
2500 66 25
2501 2 22
2502 79 46
2503 34 84
2504 22 23
2505 33 31
2506 79 30
2507 67 15
2508 54 36
2509 29 49
2510 72 25
2511 43 32
2512 18 63
2513 75 38
2514 49 54
2515 14 68
2516 65 46
2517 67 26
2518 59 81
2519 66 49
2520 45 56
2521 89 11
2522 69 62
2523 15 75
2524 45 56
2525 35 63
2526 18 60
2527 69 11
2528 60 89
2529 44 39
2530 87 33
2531 48 13
2532 81 40
2533 85 22
2534 50 74
2535 70 46
2536 19 46
2537 88 4
2538 31 76
2539 76 24
2540 54 58
2541 12 6
2542 7 86
2543 22 58
2544 30 79
2545 89 72
2546 15 32
2547 63 42
2548 39 85
2549 80 10
2550 56 70
2551 27 28
2552 64 71
2553 84 33
2554 30 64
2555 41 21
2556 32 65
2557 70 37
2558 55 28
2559 18 88
2560 28 87
2561 73 43
2562 86 14
2563 72 83
2564 34 42
2565 54 78
2566 90 50
2567 63 13
2568 77 85
2569 63 8
2570 45 83
2571 18 86
2572 31 3
2573 87 10
2574 59 7
2575 61 19
2576 13 24
2577 72 53
2578 29 53
2579 12 59
2580 20 79
2581 89 81
2582 47 14
2583 23 0
2584 5 37
2585 89 6
2586 77 2
2587 29 76
2588 88 7
2589 89 16
2590 26 21
2591 40 42
2592 54 10
2593 11 72
2594 73 86
2595 42 67
2596 44 70
2597 21 11
2598 11 41
2599 4 3
2600 88 20
2601 2 24
2602 31 66
2603 78 79
2604 4 89
2605 23 37
2606 65 23
2607 59 55
2608 71 87
2609 58 33
2610 70 38
2611 86 21
2612 69 62
2613 69 3
2614 9 86
2615 5 3
2616 14 70
2617 16 65
2618 64 61
2619 78 8
2620 9 3
2621 12 86
2622 54 2
2623 80 1
2624 26 38
2625 73 8
2626 29 70
2627 58 26
2628 83 22
2629 4 16
2630 52 17
2631 66 43
2632 12 68
2633 32 84
2634 8 6
2635 46 41
2636 88 74
2637 40 3
2638 12 69
2639 49 89
2640 89 35
2641 77 76
2642 86 41
2643 48 50
2644 73 83
2645 17 73
2646 23 58
2647 57 83
2648 69 35
2649 72 71
2650 57 34
2651 84 55
2652 30 80
2653 38 11
2654 88 39
2655 73 37
2656 34 24
2657 8 42
2658 5 65
2659 2 73
2660 70 83
2661 47 0
2662 65 72
2663 11 57
2664 21 77
2665 61 70
2666 80 49
2667 27 62
2668 30 64
2669 22 61
2670 37 34
2671 53 36
2672 12 44
2673 67 6
2674 72 76
2675 16 29
2676 23 69
2677 76 62
2678 23 19
2679 79 46
2680 49 62
2681 5 57
2682 73 44
2683 67 50
2684 79 46
2685 79 82
2686 41 2
2687 17 85
2688 70 59
2689 70 44
2690 33 30
2691 23 30
2692 53 37
2693 54 43
2694 51 71
2695 13 35
2696 24 11
2697 75 46
2698 82 5
2699 73 12
2700 63 26
2701 63 37
2702 83 72
2703 77 17
2704 26 32
2705 84 40
2706 89 76
2707 8 16
2708 42 77
2709 1 57
2710 21 51
2711 2 60
2712 15 4
2713 36 23
2714 82 6
2715 64 57
2716 28 63
2717 9 20
2718 88 21
2719 89 81
2720 40 83
2721 59 65
2722 29 86
2723 37 49
2724 59 83
2725 41 69
2726 50 48
2727 50 81
2728 41 57
2729 13 69
2730 75 51
2731 4 60
2732 83 29
2733 87 10
2734 35 39
2735 1 30
2736 60 53
2737 36 84
2738 36 70
2739 77 16
2740 38 33
2741 60 53
2742 4 76
2743 76 20
2744 66 17
2745 82 21
2746 40 83
2747 46 83
2748 13 38
2749 85 39
2750 14 54
2751 37 7
2752 54 52
2753 10 3
2754 85 45
2755 81 22
2756 68 85
2757 84 84
2758 66 18
2759 53 44
2760 83 68
2761 14 84
2762 31 60
2763 14 68
2764 34 32
2765 57 6
2766 10 8
2767 38 79
2768 17 81
2769 83 75
2770 47 30
2771 74 35
2772 78 42
2773 85 78
2774 8 33
2775 74 83
2776 9 0
2777 59 1
2778 69 4
2779 66 4
2780 74 73
2781 45 45
2782 85 50
2783 48 89
2784 49 87
2785 79 41
2786 66 39
2787 65 52
2788 81 29
2789 23 19
2790 4 37
2791 47 77
2792 72 81
2793 75 77
2794 38 2
2795 85 26
2796 59 58
2797 71 62
2798 68 86
2799 21 84
2800 71 29
2801 28 43
2802 78 4
2803 33 37
2804 48 64
2805 59 60
2806 44 53
2807 26 60
2808 55 26
2809 25 33
2810 47 35
2811 35 44
2812 4 0
2813 39 25
2814 47 44
2815 30 6
2816 86 1
2817 86 85
2818 58 42
2819 19 65
2820 11 2
2821 7 49
2822 56 42
2823 67 59
2824 23 40
2825 25 73
2826 78 23
2827 90 51
2828 72 66
2829 22 52
2830 84 18
2831 25 31
2832 24 61
2833 31 29
2834 42 78
2835 8 39
2836 75 22
2837 69 29
2838 80 1
2839 4 18
2840 40 41
2841 7 63
2842 0 66
2843 21 61
2844 21 43
2845 86 6
2846 72 47
2847 48 28
2848 34 42
2849 69 83
2850 69 89
2851 76 14
2852 23 75
2853 1 14
2854 70 84
2855 53 2
2856 36 49
2857 39 73
2858 32 9
2859 26 76
2860 86 5
2861 40 2
2862 66 0
2863 60 37
2864 21 55
2865 8 25
2866 18 30
2867 70 66
2868 78 21
2869 28 78
2870 78 83
2871 77 50
2872 40 69
2873 12 82
2874 39 26
2875 64 32
2876 83 61
2877 21 83
2878 44 8
2879 47 64
2880 74 24
2881 65 71
2882 14 20
2883 53 32
2884 28 10
2885 73 15
2886 79 71
2887 13 78
2888 8 70
2889 64 12
2890 2 44
2891 76 84
2892 37 71
2893 60 43
2894 30 34
2895 46 68
2896 47 83
2897 64 76
2898 87 35
2899 48 77
2900 51 25
2901 65 70
2902 2 77
2903 74 25
2904 75 60
2905 38 12
2906 9 32
2907 77 44
2908 32 70
2909 85 1
2910 5 79
2911 24 26
2912 39 81
2913 16 43
2914 27 73
2915 18 22
2916 65 62
2917 82 73
2918 86 19
2919 11 48
2920 61 55
2921 15 16
2922 82 59
2923 14 87
2924 56 79
2925 75 17
2926 83 8
2927 75 42
2928 60 70
2929 36 49
2930 76 89
2931 39 43
2932 48 80
2933 80 24
2934 66 6
2935 47 23
2936 90 13
2937 67 36
2938 79 3
2939 83 80
2940 56 86
2941 40 43
2942 79 70
2943 35 19
2944 66 59
2945 79 43
2946 25 14
2947 37 20
2948 70 85
2949 25 27
2950 36 71
2951 5 41
2952 69 36
2953 65 40
2954 26 59
2955 54 15
2956 55 85
2957 52 52
2958 55 86
2959 54 64
2960 5 66
2961 6 71
2962 36 25
2963 3 74
2964 5 46
2965 30 2
2966 49 72
2967 87 31
2968 52 47
2969 58 30
2970 11 82
2971 78 87
2972 65 83
2973 76 48
2974 19 59
2975 62 87
2976 87 69
2977 32 75
2978 55 26
2979 31 2
2980 9 21
2981 15 5
2982 29 3
2983 85 11
2984 86 54
2985 62 68
2986 6 31
2987 64 48
2988 58 15
2989 3 63
2990 8 88
2991 15 52
2992 29 70
2993 1 66
2994 90 85
2995 60 68
2996 88 77
2997 62 89
2998 72 49
2999 3 76
3000 24 9

